Transaction_ID,Amount,Hour,Merchant_Category,Distance_km,Device_Score,Daily_Transactions,Failed_Logins,International,Weekend,Account_Age_Months,Fraud
105308,36432.56,10,Grocery,2789.2,7,30,10,1,0,26,1
105309,12383.61,14,Shopping,1089.8,38,36,7,0,0,24,1
105310,95340.19,0,Shopping,771.8,23,12,2,0,0,4,1
105311,35452.25,4,Grocery,1182.7,2,16,9,1,0,15,1
105312,43628.28,0,Shopping,2872.7,9,36,8,0,0,36,1
105313,49004.54,22,Shopping,1068.6,10,33,9,1,1,15,1
105314,40580.53,15,Grocery,487.9,3,37,7,0,1,33,1
105315,35605.52,0,Fuel,4886.2,11,35,6,0,0,15,1
105316,97092.06,23,Grocery,3679.6,7,26,5,0,0,33,1
105317,39553.34,17,Travel,3648.6,34,28,6,0,0,23,1
105318,34849.95,16,Restaurant,2832.5,37,26,9,1,0,9,1
105319,99713.51,9,Travel,3293.3,21,37,10,0,0,12,1
105320,38936.2,3,Travel,3667.6,17,17,3,0,0,1,1
105321,75275.03,11,Electronics,680.4,30,36,10,1,0,18,1
105322,101165.02,4,Shopping,253.6,22,36,10,1,0,25,1
105323,25323.51,23,Shopping,3946.3,15,29,5,0,0,3,1
105324,19702.83,12,Shopping,1797.4,22,20,7,0,1,24,1
105325,101907.08,9,Travel,2488.7,13,14,4,1,0,11,1
105326,101631.22,14,Travel,4052.8,7,22,3,0,1,5,1
105327,32325.84,18,Shopping,1110.6,35,20,8,0,1,19,1
105328,43743.75,15,Restaurant,1765.0,37,27,6,0,0,36,1
105329,57625.12,11,Travel,435.4,20,21,7,0,0,4,1
105330,93695.92,19,Fuel,4971.9,21,35,4,1,0,14,1
105331,27897.32,20,Restaurant,3915.9,7,35,3,0,0,1,1
105332,112333.66,21,Shopping,2161.4,34,38,10,1,0,10,1
105333,43009.15,23,Travel,1641.0,25,36,4,0,1,29,1
105334,49140.2,16,Travel,3118.2,6,16,10,1,0,26,1
105335,36658.45,2,Travel,485.7,18,23,5,0,0,6,1
105336,78279.91,3,Restaurant,2755.5,19,9,4,1,1,9,1
105337,87405.56,7,Shopping,3316.0,0,23,8,0,0,11,1
105338,19076.64,12,Grocery,1694.2,10,17,3,1,1,23,1
105339,107927.54,16,Travel,4198.9,15,40,9,0,0,19,1
105340,114621.8,10,Shopping,1608.8,12,9,2,1,0,19,1
105341,116193.11,23,Travel,3716.6,30,26,3,1,0,27,1
105342,62664.02,7,Shopping,575.7,15,20,4,1,0,15,1
105343,9572.16,1,Fuel,2338.1,22,37,10,1,0,26,1
105344,26486.5,13,Grocery,4540.9,21,9,9,1,0,28,1
105345,71191.59,2,Grocery,3401.5,1,40,7,0,0,28,1
105346,75872.41,8,Grocery,1925.0,13,16,8,1,0,32,1
105347,34863.82,16,Travel,985.1,17,8,6,0,0,28,1
105348,29190.27,17,Shopping,2957.0,24,11,2,0,0,5,1
105349,5888.95,22,Shopping,2616.9,6,32,5,0,0,14,1
105350,78707.5,3,Restaurant,2436.1,36,14,10,0,0,36,1
105351,105653.59,2,Fuel,730.0,26,29,2,0,0,34,1
105352,57508.99,21,Travel,3747.9,6,40,2,1,0,29,1
105353,19506.17,19,Electronics,742.7,38,13,7,0,1,34,1
105354,17345.72,15,Electronics,4000.4,25,35,7,0,1,32,1
105355,14596.3,10,Electronics,3110.0,29,26,5,0,0,16,1
105356,96206.68,15,Fuel,2495.7,27,19,7,1,0,16,1
105357,12200.08,3,Fuel,4320.7,8,28,8,1,1,22,1
105358,17616.85,5,Restaurant,930.6,6,29,6,0,1,27,1
105359,89877.44,6,Electronics,4730.8,18,15,5,1,1,2,1
105360,6423.15,14,Travel,2419.6,37,34,10,1,0,21,1
105361,39013.93,16,Fuel,3529.2,19,24,10,0,1,8,1
105362,117767.5,17,Fuel,3331.7,6,16,7,1,0,33,1
105363,37141.97,2,Electronics,295.9,22,11,5,0,0,22,1
105364,81513.83,22,Shopping,1929.7,34,34,7,1,1,28,1
105365,61394.6,2,Electronics,1405.8,30,39,3,0,0,20,1
105366,32410.77,13,Travel,4028.1,40,23,6,0,0,2,1
105367,100106.09,13,Electronics,763.2,39,36,8,1,0,24,1
105368,93932.57,12,Fuel,4395.8,31,11,5,0,0,14,1
105369,61004.19,18,Fuel,1354.0,6,10,10,1,0,13,1
105370,91174.9,21,Travel,3833.4,33,19,2,0,1,14,1
105371,89609.9,6,Shopping,1743.1,32,19,9,0,0,32,1
105372,20549.11,12,Fuel,4801.9,3,21,3,0,1,28,1
105373,55092.47,16,Restaurant,1862.2,32,25,9,1,0,30,1
105374,40024.5,2,Grocery,4282.4,40,39,7,1,0,31,1
105375,73861.08,12,Restaurant,2344.7,38,26,8,0,0,4,1
105376,113106.5,20,Shopping,4019.6,40,30,3,0,0,35,1
105377,109860.46,21,Restaurant,4746.5,31,33,8,1,0,35,1
105378,39692.08,20,Electronics,186.9,14,19,8,1,0,4,1
105379,105996.54,1,Shopping,4587.7,16,14,3,1,0,11,1
105380,51805.48,19,Travel,4235.1,14,21,7,0,0,19,1
105381,11100.1,8,Shopping,3588.8,40,34,3,0,0,35,1
105382,23927.49,16,Fuel,3620.6,30,11,6,1,0,14,1
105383,50819.56,4,Grocery,803.0,36,36,8,1,0,25,1
105384,113104.08,23,Electronics,1061.2,19,28,8,0,0,18,1
105385,18856.67,2,Electronics,3731.1,32,20,6,1,0,16,1
105386,109908.92,5,Travel,256.2,21,10,6,0,1,2,1
105387,82901.73,23,Electronics,256.9,25,24,4,0,1,32,1
105388,28524.07,3,Restaurant,4104.5,9,27,3,1,0,29,1
105389,60469.94,23,Electronics,4149.2,10,12,9,1,0,19,1
105390,78805.95,8,Restaurant,970.5,2,14,9,0,0,32,1
105391,14304.32,21,Restaurant,1769.2,5,38,7,0,0,32,1
105392,14220.41,22,Shopping,804.5,3,25,8,0,0,27,1
105393,41683.45,11,Fuel,3090.6,25,18,9,0,1,18,1
105394,53772.95,6,Fuel,4637.5,34,35,10,1,0,11,1
105395,85074.16,18,Restaurant,2297.9,6,37,3,0,0,5,1
105396,27421.52,0,Shopping,3501.1,38,13,9,1,0,31,1
105397,117764.49,5,Shopping,3221.0,0,16,4,1,1,28,1
105398,43735.86,19,Restaurant,2268.0,18,20,2,0,0,15,1
105399,78269.59,21,Restaurant,295.9,18,35,7,1,0,6,1
105400,79236.44,22,Electronics,4136.2,19,40,9,1,1,13,1
105401,87995.33,20,Shopping,792.0,24,33,10,1,1,2,1
105402,47210.65,22,Shopping,4853.5,31,31,6,1,0,31,1
105403,106984.86,6,Grocery,1150.4,37,17,6,1,0,19,1
105404,17836.83,8,Grocery,731.9,11,30,9,1,1,2,1
105405,53479.73,11,Shopping,1599.0,15,31,2,1,0,21,1
105406,56005.75,4,Shopping,580.4,36,17,8,1,1,12,1
105407,55415.21,2,Grocery,112.0,35,17,10,0,1,31,1
105408,34332.79,20,Restaurant,2675.5,33,35,6,0,1,30,1
105409,74345.37,16,Electronics,2006.8,30,23,5,0,0,16,1
105410,65602.96,18,Restaurant,4112.8,35,40,5,1,1,34,1
105411,63963.44,11,Electronics,4802.0,13,35,10,0,0,25,1
105412,33689.59,23,Shopping,282.0,40,23,9,1,0,15,1
105413,18110.71,0,Shopping,3057.8,1,32,10,1,1,26,1
105414,28990.34,4,Shopping,1517.6,38,30,2,1,1,30,1
105415,81206.6,14,Fuel,2226.2,34,13,2,1,0,26,1
105416,56091.77,17,Grocery,3891.6,26,36,5,1,0,5,1
105417,10221.8,1,Travel,3295.1,28,24,8,0,1,14,1
105418,60879.38,3,Grocery,310.2,27,18,6,0,0,25,1
105419,32785.44,11,Grocery,1470.3,35,38,9,0,0,25,1
105420,36480.53,4,Restaurant,3067.7,39,34,8,0,0,14,1
105421,51024.86,6,Restaurant,4727.6,30,19,6,1,0,26,1
105422,59716.96,4,Restaurant,822.4,25,28,2,0,0,30,1
105423,86294.98,18,Restaurant,4233.1,32,30,10,0,0,2,1
105424,109991.33,10,Grocery,2200.8,36,18,6,1,0,2,1
105425,75879.4,8,Electronics,1621.3,29,22,7,1,0,24,1
105426,114400.71,15,Fuel,1675.8,24,26,8,0,0,4,1
105427,70995.29,22,Fuel,3216.4,29,17,4,0,0,10,1
105428,109356.84,0,Electronics,3679.3,5,28,5,0,0,3,1
105429,20618.29,22,Restaurant,3898.3,3,38,8,1,1,28,1
105430,66815.11,17,Fuel,289.6,20,14,6,1,0,16,1
105431,82911.57,10,Grocery,673.4,27,12,4,0,1,32,1
105432,51292.45,11,Restaurant,4307.5,39,13,7,1,1,34,1
105433,72323.5,13,Travel,3342.3,9,24,6,1,1,23,1
105434,25872.23,19,Restaurant,570.0,34,27,6,0,0,13,1
105435,80434.72,17,Grocery,4558.7,25,20,5,0,0,16,1
105436,72136.88,19,Travel,2977.6,2,38,2,1,0,28,1
105437,6497.18,16,Fuel,2213.8,13,34,3,0,0,9,1
105438,86067.22,21,Fuel,2562.2,7,12,9,0,0,2,1
105439,74129.82,17,Fuel,4180.8,9,12,6,1,0,9,1
105440,97615.3,20,Electronics,2956.7,37,33,4,0,0,1,1
105441,11486.9,1,Restaurant,808.1,32,30,2,1,0,25,1
105442,90565.42,11,Shopping,2897.7,9,34,2,1,0,35,1
105443,70234.59,0,Restaurant,1697.1,39,12,10,1,0,18,1
105444,67515.54,19,Electronics,4708.2,27,30,6,1,0,5,1
105445,78768.65,16,Fuel,4716.3,23,24,10,1,1,20,1
105446,50897.72,18,Shopping,850.6,1,11,7,1,0,1,1
105447,36304.75,21,Shopping,2017.6,6,31,2,0,1,9,1
105448,43471.07,11,Grocery,2143.5,40,31,8,1,0,4,1
105449,76021.05,15,Restaurant,4188.7,23,31,9,1,0,22,1
105450,29467.45,8,Electronics,4041.7,36,23,3,1,0,32,1
105451,105779.26,22,Restaurant,4232.3,2,20,7,0,0,6,1
105452,112142.32,13,Travel,4059.3,1,15,2,0,0,30,1
105453,109567.47,2,Grocery,3869.5,19,19,6,0,1,11,1
105454,77719.77,14,Electronics,341.0,27,34,4,0,0,32,1
105455,112157.56,8,Travel,634.4,14,23,2,0,0,7,1
105456,33737.41,6,Shopping,2716.7,0,21,6,1,0,14,1
105457,64221.95,17,Fuel,1394.9,9,31,8,1,0,26,1
105458,66119.73,17,Restaurant,3764.8,21,10,2,0,0,24,1
105459,110885.7,1,Grocery,3527.8,13,15,7,1,0,24,1
105460,35999.26,20,Grocery,3454.5,21,37,10,0,0,36,1
105461,57220.84,21,Shopping,4836.5,17,14,6,0,0,23,1
105462,101605.93,8,Grocery,4780.3,17,35,8,0,0,22,1
105463,9086.36,12,Fuel,4351.6,26,31,8,0,0,26,1
105464,46634.1,15,Fuel,4297.7,20,29,5,1,0,15,1
105465,46466.38,9,Electronics,3141.5,22,10,4,0,1,18,1
105466,97242.53,8,Restaurant,601.2,27,19,4,1,0,28,1
105467,75598.88,17,Restaurant,627.8,25,14,6,1,1,11,1
105468,30061.19,21,Travel,1742.2,3,31,5,0,1,6,1
105469,27961.04,14,Grocery,3420.0,12,30,8,0,1,7,1
105470,63276.9,5,Shopping,2426.6,19,27,9,0,1,29,1
105471,93529.07,17,Electronics,4455.5,7,38,8,0,0,27,1
105472,44818.09,20,Shopping,2776.8,33,25,5,0,0,14,1
105473,85065.04,14,Travel,3435.9,19,8,10,1,1,20,1
105474,56936.74,13,Travel,3089.4,9,34,3,1,0,23,1
105475,72823.61,8,Electronics,4069.1,3,32,3,0,0,19,1
105476,14927.93,18,Shopping,284.1,20,24,7,1,1,5,1
105477,17014.1,8,Grocery,4617.3,32,35,5,1,1,36,1
105478,53981.22,9,Travel,3889.2,28,11,8,1,0,8,1
105479,119923.01,12,Restaurant,2512.0,22,19,2,0,1,24,1
105480,55068.7,7,Electronics,3398.6,24,27,3,1,0,31,1
105481,107990.56,20,Fuel,2636.8,0,13,5,1,0,5,1
105482,6794.15,11,Grocery,128.3,7,31,9,0,0,20,1
105483,46219.81,15,Electronics,1470.9,22,28,10,0,0,35,1
105484,9172.49,1,Restaurant,4373.1,11,33,8,0,1,34,1
105485,107901.45,4,Fuel,2641.0,4,32,10,1,0,34,1
105486,117589.14,23,Fuel,3295.5,1,10,9,0,1,20,1
105487,44144.3,22,Shopping,1256.9,0,32,2,1,1,23,1
105488,75173.84,1,Grocery,333.1,5,40,9,0,1,14,1
105489,78387.15,15,Electronics,1950.3,8,37,4,0,0,14,1
105490,75507.47,10,Restaurant,1687.5,16,21,4,1,1,3,1
105491,58397.6,8,Restaurant,1847.5,20,17,4,1,1,24,1
105492,116013.2,11,Grocery,4099.3,22,21,9,0,1,20,1
105493,80737.93,1,Shopping,4065.8,37,35,6,0,0,27,1
105494,12122.4,0,Shopping,225.0,35,37,4,1,0,17,1
105495,34711.99,19,Restaurant,3526.2,7,32,6,0,0,5,1
105496,85638.41,9,Electronics,2227.6,26,27,2,0,0,24,1
105497,9847.06,8,Electronics,723.1,36,19,4,0,0,34,1
105498,58187.4,18,Electronics,4574.7,12,28,6,1,1,36,1
105499,12336.59,14,Travel,2464.7,31,28,4,1,0,29,1
105500,41188.73,6,Fuel,895.7,32,29,8,0,0,35,1
105501,53693.56,5,Electronics,3885.1,3,21,3,0,0,6,1
105502,33219.69,5,Grocery,3255.6,33,39,7,0,0,17,1
105503,89765.74,18,Restaurant,1151.0,21,26,7,1,0,19,1
105504,77301.26,4,Travel,3130.3,33,20,10,0,0,24,1
105505,29739.97,2,Travel,3154.0,12,29,5,1,1,12,1
105506,27504.71,23,Restaurant,4926.5,24,34,2,1,0,35,1
105507,98056.81,15,Travel,3700.8,9,24,9,0,0,23,1
105508,17120.86,5,Grocery,2773.2,4,10,5,0,0,11,1
105509,29109.59,19,Restaurant,1757.4,23,14,4,0,1,27,1
105510,26968.43,13,Electronics,2821.9,16,14,6,0,0,11,1
105511,52432.92,6,Fuel,4995.8,8,15,6,1,1,21,1
105512,79290.24,17,Restaurant,1406.7,7,33,9,1,0,32,1
105513,93065.02,13,Restaurant,4804.0,7,30,3,0,0,12,1
105514,27504.56,13,Restaurant,957.0,25,20,7,1,0,18,1
105515,28876.67,14,Grocery,3614.6,36,20,3,0,0,22,1
105516,33444.29,10,Electronics,1081.2,35,14,7,1,0,22,1
105517,118620.35,5,Electronics,2840.0,30,35,4,1,0,1,1
105518,37680.98,19,Grocery,4938.5,37,22,2,1,0,33,1
105519,47903.88,21,Restaurant,2460.3,35,35,9,1,0,14,1
105520,119836.66,12,Grocery,4991.1,7,26,10,1,1,18,1
105521,115770.09,11,Travel,509.0,0,10,4,1,1,6,1
105522,102529.96,6,Electronics,1701.7,25,21,9,0,1,22,1
105523,59454.07,13,Restaurant,739.8,37,33,8,1,0,33,1
105524,67023.8,2,Grocery,3755.7,13,12,3,1,0,11,1
105525,84816.01,19,Fuel,1837.2,5,27,6,1,0,14,1
105526,83707.21,14,Fuel,1521.9,12,13,2,1,1,23,1
105527,10196.64,1,Restaurant,1104.0,3,17,9,1,0,27,1
105528,67766.16,16,Travel,2933.3,21,32,9,0,1,22,1
105529,108686.35,5,Travel,1022.9,16,25,7,0,0,7,1
105530,116005.44,3,Restaurant,2786.2,2,35,4,0,1,33,1
105531,36341.67,23,Grocery,3301.1,39,15,7,0,0,20,1
105532,46201.42,15,Shopping,392.0,22,8,3,0,1,18,1
105533,23577.98,5,Electronics,3046.9,25,22,8,1,0,5,1
105534,39868.91,6,Restaurant,764.7,17,22,4,1,0,22,1
105535,50751.23,9,Shopping,4251.5,8,24,2,0,0,30,1
105536,20896.65,14,Fuel,3396.2,36,33,10,1,0,12,1
105537,25346.72,12,Fuel,2885.1,35,14,4,0,1,20,1
105538,34860.94,0,Restaurant,881.9,34,10,9,0,0,11,1
105539,58825.38,21,Travel,3559.1,38,35,5,1,0,7,1
105540,13602.14,4,Shopping,1773.7,13,23,3,1,0,4,1
105541,107960.79,9,Shopping,1272.3,38,38,2,1,1,4,1
105542,92784.47,14,Grocery,4613.0,35,37,4,1,0,13,1
105543,9080.12,6,Electronics,662.8,14,23,5,0,0,1,1
105544,49021.9,6,Electronics,4572.4,26,25,9,1,1,5,1
105545,16545.74,22,Travel,548.1,26,40,5,1,1,35,1
105546,52409.05,18,Restaurant,2218.6,5,31,6,0,1,2,1
105547,28729.69,12,Shopping,4819.6,19,15,5,0,0,23,1
105548,103769.61,9,Fuel,3576.5,27,39,3,0,0,26,1
105549,86172.3,20,Electronics,1710.6,19,28,4,0,1,33,1
105550,106355.55,19,Restaurant,3466.0,19,40,7,0,1,29,1
105551,34400.79,7,Shopping,4259.4,22,36,9,1,1,36,1
105552,25272.68,13,Travel,3378.2,31,8,8,1,1,1,1
105553,27572.07,9,Travel,3491.2,4,28,6,0,0,10,1
105554,62849.2,6,Electronics,140.9,28,29,2,0,0,26,1
105555,7407.48,21,Travel,1028.9,17,15,6,0,1,2,1
105556,114082.61,4,Shopping,3179.8,12,34,6,0,1,30,1
105557,109789.55,15,Fuel,2090.5,16,28,6,0,0,25,1
105558,113604.28,20,Electronics,2457.2,27,38,6,1,0,31,1
105559,64089.55,4,Fuel,3575.4,0,13,5,0,0,15,1
105560,69508.39,5,Shopping,4031.9,35,16,3,1,0,1,1
105561,81623.19,19,Grocery,2471.4,38,32,3,1,0,19,1
105562,45460.96,23,Grocery,1610.2,29,30,8,0,0,27,1
105563,67643.16,16,Electronics,2957.5,20,17,8,0,0,27,1
105564,116629.52,0,Restaurant,2346.3,20,33,3,1,0,6,1
105565,48991.66,14,Restaurant,3394.8,23,18,5,0,0,22,1
105566,109776.58,22,Electronics,2572.9,2,35,2,0,1,4,1
105567,91070.62,15,Electronics,2464.9,4,13,4,0,1,9,1
105568,101942.6,18,Shopping,781.0,14,31,7,0,1,9,1
105569,114530.44,11,Shopping,2377.0,9,20,2,0,0,16,1
105570,30597.62,7,Shopping,2924.1,39,30,3,0,0,8,1
105571,76305.42,14,Restaurant,2535.9,30,23,10,1,0,11,1
105572,49852.5,20,Restaurant,2244.3,34,18,5,1,0,1,1
105573,25969.49,8,Shopping,3006.5,24,34,7,0,1,20,1
105574,63532.02,0,Fuel,1760.2,17,20,2,1,0,10,1
105575,40583.83,1,Electronics,3413.6,35,27,3,1,0,10,1
105576,64102.29,20,Electronics,408.5,0,8,10,1,0,16,1
105577,119962.96,7,Electronics,4502.3,37,15,3,1,1,27,1
105578,43824.87,9,Electronics,106.4,29,25,7,0,0,19,1
105579,24642.98,22,Restaurant,574.4,37,18,10,0,1,10,1
105580,114432.72,21,Fuel,1392.1,7,34,3,1,0,14,1
105581,36395.88,4,Electronics,385.3,33,29,3,1,0,15,1
105582,27518.37,7,Fuel,168.3,20,38,6,0,0,3,1
105583,23254.63,11,Restaurant,2130.5,21,25,3,1,1,9,1
105584,45241.11,13,Travel,4032.1,14,28,9,0,0,8,1
105585,36974.5,5,Shopping,2225.3,32,25,9,0,0,13,1
105586,11750.56,21,Travel,4518.4,3,19,3,1,0,34,1
105587,101491.66,9,Fuel,2799.5,33,13,3,0,1,7,1
105588,27001.86,18,Grocery,3753.2,15,29,8,0,1,33,1
105589,36128.56,7,Grocery,335.7,7,16,5,1,0,28,1
105590,98949.23,18,Electronics,2036.5,9,36,3,1,0,36,1
105591,108053.39,17,Grocery,2818.3,17,37,10,1,0,6,1
105592,27857.15,11,Grocery,4776.3,14,27,9,1,1,3,1
105593,99076.3,0,Electronics,3736.0,16,38,5,0,0,36,1
105594,23930.09,20,Grocery,562.4,7,13,6,0,0,20,1
105595,39602.66,17,Shopping,1246.9,17,26,6,1,0,30,1
105596,21868.66,2,Restaurant,1705.5,26,22,6,0,0,2,1
105597,65484.73,1,Travel,3678.9,14,23,6,1,1,1,1
105598,46863.51,12,Fuel,3366.4,12,10,5,0,1,29,1
105599,5477.81,9,Shopping,3543.9,6,32,8,1,0,27,1
105600,109842.19,2,Restaurant,4000.0,1,39,4,1,1,34,1
105601,49761.92,1,Travel,2026.7,8,22,6,1,0,17,1
105602,21351.21,18,Fuel,4627.1,31,37,4,0,0,15,1
105603,79764.48,18,Shopping,2078.3,1,12,8,0,0,18,1
105604,114495.27,14,Grocery,2437.6,10,20,3,0,0,5,1
105605,49892.39,3,Shopping,4944.4,33,32,5,1,0,9,1
105606,46747.07,9,Fuel,2818.4,13,30,10,1,1,4,1
105607,104410.0,12,Travel,1894.3,29,13,4,1,0,21,1
105608,109286.99,14,Grocery,1463.5,27,28,8,1,0,27,1
105609,93901.81,0,Grocery,4728.5,5,15,4,0,0,32,1
105610,80570.6,20,Restaurant,3493.7,40,20,7,1,0,32,1
105611,97460.37,14,Fuel,4432.5,11,31,7,0,1,23,1
105612,8251.88,1,Restaurant,3590.6,15,20,7,1,0,35,1
105613,62957.76,8,Electronics,3394.2,40,20,2,1,1,14,1
105614,74335.38,22,Shopping,3360.7,31,31,5,0,1,8,1
105615,86876.19,0,Grocery,1173.1,37,21,2,0,1,18,1
105616,112215.03,1,Travel,4387.4,22,27,2,0,0,20,1
105617,89614.93,21,Shopping,825.5,22,36,10,1,0,3,1
105618,73745.24,8,Fuel,3092.4,39,11,4,1,1,1,1
105619,74533.0,13,Travel,433.2,38,15,10,0,0,34,1
105620,67190.04,12,Fuel,1963.9,26,34,3,1,0,13,1
105621,59626.59,21,Electronics,425.7,29,28,4,1,0,20,1
105622,76620.06,3,Shopping,1851.8,17,37,10,0,1,17,1
105623,42707.05,17,Fuel,902.9,28,38,2,1,0,3,1
105624,43866.3,23,Shopping,1678.3,10,24,6,0,0,35,1
105625,117667.94,3,Electronics,2711.0,24,36,10,1,0,2,1
105626,17983.24,22,Grocery,2927.3,33,37,2,1,0,18,1
105627,24347.57,21,Grocery,596.0,17,27,5,0,0,35,1
105628,40726.11,11,Fuel,1535.5,11,27,9,1,0,13,1
105629,26270.8,16,Shopping,2111.7,10,38,5,0,0,4,1
105630,32818.33,5,Grocery,1660.7,18,27,8,1,0,16,1
105631,113289.57,13,Grocery,305.8,38,28,6,1,0,36,1
105632,97250.11,8,Fuel,3360.0,3,38,2,0,0,33,1
105633,12837.2,6,Shopping,194.0,36,31,3,0,0,3,1
105634,51456.32,1,Shopping,4850.7,20,38,8,0,0,5,1
105635,8872.1,0,Grocery,2680.7,22,37,7,1,0,2,1
105636,39248.87,23,Fuel,461.1,27,32,5,0,0,24,1
105637,62140.48,10,Restaurant,2225.6,11,9,4,0,0,29,1
105638,99573.45,0,Grocery,2850.7,36,9,7,0,0,30,1
105639,78837.97,4,Shopping,3573.4,1,37,4,0,1,14,1
105640,117743.36,13,Fuel,1047.2,9,22,9,1,0,24,1
105641,111260.91,3,Travel,4684.0,24,28,5,0,0,18,1
105642,22964.07,14,Travel,3282.7,35,40,10,0,0,32,1
105643,77860.52,9,Travel,1500.3,22,29,9,1,1,26,1
105644,84986.07,17,Shopping,979.5,8,36,5,1,1,25,1
105645,80039.03,5,Shopping,3375.3,23,13,8,1,0,10,1
105646,117166.39,16,Fuel,1118.2,6,13,10,1,1,31,1
105647,119294.67,14,Fuel,433.0,18,38,9,1,0,20,1
105648,72181.93,17,Fuel,3328.8,4,9,5,0,0,34,1
105649,119756.98,13,Shopping,4775.2,11,39,9,1,0,4,1
105650,96376.03,21,Shopping,3382.4,28,26,4,0,1,22,1
105651,99359.44,2,Fuel,1689.6,34,26,8,0,1,10,1
105652,93737.35,7,Grocery,1719.3,34,33,7,0,1,23,1
105653,38703.45,17,Shopping,451.6,14,16,10,1,0,4,1
105654,54469.45,1,Grocery,2594.1,20,14,6,1,0,27,1
105655,96984.35,3,Shopping,3716.0,36,23,8,1,0,3,1
105656,84580.6,12,Travel,908.3,24,27,3,0,0,17,1
105657,84152.13,10,Grocery,4682.4,38,31,9,1,0,13,1
105658,32425.66,6,Shopping,127.9,11,18,9,0,1,6,1
105659,10772.06,21,Travel,801.3,17,11,2,1,0,29,1
105660,43279.63,17,Electronics,2288.6,31,23,6,0,1,10,1
105661,74738.84,19,Restaurant,1022.4,4,23,8,1,1,17,1
105662,72576.51,4,Restaurant,3241.6,33,25,8,1,0,14,1
105663,57112.9,3,Shopping,1646.6,17,29,8,0,1,31,1
105664,11133.2,18,Restaurant,803.8,19,33,10,1,0,23,1
105665,88521.18,16,Electronics,3049.3,24,33,2,1,0,30,1
105666,98883.34,17,Restaurant,820.5,27,26,8,1,0,33,1
105667,62465.48,4,Shopping,4931.2,17,27,8,0,0,6,1
105668,37217.21,21,Restaurant,785.0,2,19,9,1,0,16,1
105669,72722.5,2,Travel,551.0,5,17,4,0,0,12,1
105670,118588.0,16,Travel,3262.6,32,30,3,0,1,25,1
105671,38425.37,0,Grocery,630.1,24,29,4,0,0,32,1
105672,103855.39,6,Electronics,2314.9,30,31,3,0,1,3,1
105673,88417.86,5,Fuel,230.3,15,26,9,1,0,16,1
105674,34507.39,6,Electronics,2706.5,27,25,5,0,1,4,1
105675,31674.38,15,Electronics,4665.3,22,24,5,1,1,28,1
105676,45885.36,19,Restaurant,1780.0,11,12,8,1,0,22,1
105677,22079.7,11,Restaurant,1430.0,5,16,3,0,0,23,1
105678,64765.38,3,Travel,3703.7,10,21,2,1,1,35,1
105679,111160.49,14,Fuel,3865.0,29,9,8,1,0,4,1
105680,85898.26,23,Fuel,3679.4,11,27,6,1,0,20,1
105681,74286.28,16,Fuel,2246.7,6,22,3,1,1,27,1
105682,82484.21,7,Restaurant,739.5,10,32,6,1,0,28,1
105683,116136.13,18,Grocery,2688.8,23,40,5,0,1,1,1
105684,44812.52,21,Electronics,3428.6,32,38,4,1,0,13,1
105685,59457.57,9,Electronics,268.9,11,39,3,0,1,25,1
105686,5770.01,7,Fuel,1253.1,28,18,10,0,0,32,1
105687,112383.72,20,Restaurant,4465.2,40,27,9,0,0,25,1
105688,71563.21,23,Shopping,3140.4,40,15,8,1,0,15,1
105689,32563.48,2,Grocery,2128.8,12,29,2,0,0,5,1
105690,118600.06,4,Grocery,2410.8,2,8,2,0,0,12,1
105691,20094.55,16,Restaurant,917.4,34,23,7,1,0,4,1
105692,38518.57,15,Restaurant,1976.6,28,15,2,0,1,19,1
105693,98017.56,18,Grocery,4139.8,36,14,3,1,0,13,1
105694,53152.15,22,Fuel,385.6,25,40,10,1,0,30,1
105695,26023.05,11,Grocery,4745.9,12,15,8,0,1,16,1
105696,40117.88,1,Shopping,4365.0,0,33,5,0,0,30,1
105697,45189.22,13,Travel,4237.1,17,13,8,1,0,21,1
105698,52803.57,5,Shopping,2387.4,40,24,8,0,0,18,1
105699,5961.26,6,Fuel,124.7,0,15,5,1,0,17,1
105700,61246.97,5,Electronics,578.3,30,23,10,0,0,13,1
105701,88206.62,5,Shopping,3348.8,34,22,5,1,0,28,1
105702,105156.34,10,Travel,1124.5,15,25,7,0,1,8,1
105703,61788.33,22,Shopping,1908.5,34,34,8,0,1,3,1
105704,7184.78,20,Shopping,1822.3,5,15,10,1,1,11,1
105705,74964.89,1,Electronics,1269.8,13,21,6,0,0,19,1
105706,72716.76,21,Restaurant,3408.0,14,13,7,1,1,23,1
105707,7169.39,22,Electronics,2456.5,31,29,9,1,1,7,1
105708,111832.15,21,Shopping,1194.5,35,16,5,1,0,4,1
105709,36580.82,20,Restaurant,2002.0,40,28,2,0,1,13,1
105710,63253.64,19,Electronics,3603.1,19,14,10,1,1,12,1
105711,51339.03,14,Electronics,1471.1,20,37,2,0,1,31,1
105712,105099.79,12,Grocery,3339.4,4,11,8,1,0,13,1
105713,95842.81,2,Shopping,4148.5,31,13,4,1,1,15,1
105714,22916.32,13,Shopping,2001.5,30,37,7,1,1,1,1
105715,18320.31,3,Grocery,2224.9,24,8,7,1,0,26,1
105716,103871.33,10,Restaurant,1015.7,36,16,3,0,0,31,1
105717,30228.01,6,Shopping,2854.2,15,9,9,1,0,15,1
105718,17981.68,21,Fuel,1383.1,8,40,8,0,1,34,1
